#<  mass                     float64
#<  body                     float64
#<  temp                     float64
#<  x                        float64
#<  y                        float64
#<  z                        float64
#<  vx                       float64
#<  vy                       float64
#<  vz                       float64
   2537465.107568   16338050611340492800.000000   0.000000   -8.464137   9.966882   4.316778   0.000000   0.000000   0.000000
   -4436464.697187   -87319469797435981824.000000   0.000000   -12.813113   -3.688941   -7.760076   0.000000   0.000000   0.000000
   -278394.046633   -21576442058503184.000000   0.000000   -1.920443   -8.192803   -11.217868   0.000000   0.000000   0.000000
   -2386158.281970   -13586191931196614656.000000   0.000000   -6.892131   -12.477313   1.203219   0.000000   0.000000   0.000000
   4223787.891613   75353998568579170304.000000   0.000000   7.181709   -0.504682   2.382628   0.000000   0.000000   0.000000
   -574145.775741   -189263349420643584.000000   0.000000   11.382157   9.612760   -8.397134   0.000000   0.000000   0.000000
   -1185865.601530   -1667655787215592448.000000   0.000000   11.997313   1.425328   5.751952   0.000000   0.000000   0.000000
   -4085865.273586   -68210640345989201920.000000   0.000000   -0.579226   -0.921192   -10.362438   0.000000   0.000000   0.000000
   4148389.932686   71390219117200252928.000000   0.000000   -5.385997   -5.177252   10.461219   0.000000   0.000000   0.000000
   -1650941.028806   -4499815237004488704.000000   0.000000   10.195617   7.045906   -4.786687   0.000000   0.000000   0.000000
   4047588.346545   66311524213843927040.000000   0.000000   -12.473430   -1.358912   -5.335245   0.000000   0.000000   0.000000
   -1460314.636902   -3114148473695133184.000000   0.000000   -3.348259   -2.418066   -4.893075   0.000000   0.000000   0.000000
   3672100.690859   49515793580658024448.000000   0.000000   -1.662150   9.407166   -5.397865   0.000000   0.000000   0.000000
   1702965.644305   4938757016940084224.000000   0.000000   6.543234   -3.341112   6.160152   0.000000   0.000000   0.000000
   486347.647733   115037771266228784.000000   0.000000   -0.406250   0.720224   -2.121686   0.000000   0.000000   0.000000
   3591096.091341   46310671545016344576.000000   0.000000   5.702740   5.701651   -10.240588   0.000000   0.000000   0.000000
   4368154.543361   83347770139890581504.000000   0.000000   -6.200517   2.786742   -0.907368   0.000000   0.000000   0.000000
   1697891.194971   4894739331018559488.000000   0.000000   -7.097091   3.531887   -6.798079   0.000000   0.000000   0.000000
   3803598.276556   55028024989579788288.000000   0.000000   4.819963   -6.642122   2.888160   0.000000   0.000000   0.000000
   -1200552.223261   -1730386702478915584.000000   0.000000   5.079270   -2.710537   10.729081   0.000000   0.000000   0.000000
   4469747.376476   89299480919683399680.000000   0.000000   -2.931133   7.719028   2.943227   0.000000   0.000000   0.000000
   -3023691.814443   -27644744006861053952.000000   0.000000   -9.517148   -9.116584   9.361443   0.000000   0.000000   0.000000
   216286.920394   10117909042809388.000000   0.000000   -11.842570   -8.253251   9.759432   0.000000   0.000000   0.000000
   -3610963.244642   -47083550350889115648.000000   0.000000   -12.365697   7.959738   -11.044008   0.000000   0.000000   0.000000
   3800410.243405   54889773663007801344.000000   0.000000   -6.432547   -12.449670   5.386208   0.000000   0.000000   0.000000
   -3011711.587754   -27317448927319855104.000000   0.000000   -5.630864   -2.662987   -8.666316   0.000000   0.000000   0.000000
   4362169.267019   83005628255997067264.000000   0.000000   -5.365584   -9.773831   11.539038   0.000000   0.000000   0.000000
   1581922.952689   3958730911711613440.000000   0.000000   0.463752   -9.073734   -0.397427   0.000000   0.000000   0.000000
   -2179142.770202   -10348015108568074240.000000   0.000000   -4.713876   9.946815   8.447010   0.000000   0.000000   0.000000
   1934668.258863   7241349673443435520.000000   0.000000   -2.996872   -3.766061   5.969817   0.000000   0.000000   0.000000
   -4277593.093332   -78270554333398024192.000000   0.000000   10.371048   9.212130   7.319105   0.000000   0.000000   0.000000
   1350150.163843   2461196112137756160.000000   0.000000   12.618632   -3.462370   -5.625604   0.000000   0.000000   0.000000
   1379739.549515   2626584275104152576.000000   0.000000   -6.535412   -12.816940   8.903602   0.000000   0.000000   0.000000
   1357144.897312   2499646841507064832.000000   0.000000   8.437260   -9.794582   4.275392   0.000000   0.000000   0.000000
   -3074885.833257   -29072808441504497664.000000   0.000000   1.238255   8.275374   9.212720   0.000000   0.000000   0.000000
   3292349.363340   35687632721710260224.000000   0.000000   6.088434   5.606821   9.689822   0.000000   0.000000   0.000000
   -236632.581904   -13250236411464246.000000   0.000000   -11.568624   -4.621507   -8.158714   0.000000   0.000000   0.000000
   -2304991.426303   -12246385968715251712.000000   0.000000   10.384013   -7.185391   -12.739141   0.000000   0.000000   0.000000
   -4382738.003464   -84185351387622227968.000000   0.000000   3.365779   -8.038277   2.844150   0.000000   0.000000   0.000000
   -2117750.912308   -9497835260850987008.000000   0.000000   -8.659393   10.437871   5.543099   0.000000   0.000000   0.000000
   -217740.531949   -10323283133179292.000000   0.000000   0.585777   -1.664537   3.466379   0.000000   0.000000   0.000000
   2838136.117309   22861233595795255296.000000   0.000000   2.857359   9.813117   -10.435170   0.000000   0.000000   0.000000
   4129356.646868   70412081297900429312.000000   0.000000   -7.804328   10.211469   8.707925   0.000000   0.000000   0.000000
   4642663.696651   100069487755463573504.000000   0.000000   11.771021   11.057886   0.834014   0.000000   0.000000   0.000000
   -4056329.955916   -66742093389707894784.000000   0.000000   0.308548   -12.612446   7.536667   0.000000   0.000000   0.000000
